label,relationship,topic,text,sentiment,emotional_tone
truthful,family,trip,"Speaker 1: Generic sarcasm statement about dinner.
Speaker 2: Generic truthful response.",positive,sarcasm
deceptive,friend,gossip,"Friend: Are you free tomorrow?
Me: No, I have a doctor's appointment. (I just want to stay home)",neutral,neutral
deceptive,family,gossip,"Speaker 1: Generic surprise statement about finances.
Speaker 2: Generic deceptive response.",positive,surprise
truthful,friend,trip,"Friend: You completely ignored me at the party.
Me: You were busy talking to everyone else!",negative,aggression
truthful,family,gossip,"Speaker 1: Generic sarcasm statement about trip.
Speaker 2: Generic truthful response.",negative,sarcasm
truthful,family,plans,"Sister: I feel so lonely lately since I moved.
Me: I'm sorry to hear that. I'm always here for you.",negative,sadness
truthful,friend,work,"Speaker 1: Generic sarcasm statement about gossip.
Speaker 2: Generic truthful response.",positive,sarcasm
truthful,family,finances,"Brother: Why did you take my car without asking?!
Me: I needed to go to the store and yours was blocking mine!",negative,aggression
deceptive,family,dinner,"Speaker 1: Generic sarcasm statement about gossip.
Speaker 2: Generic deceptive response.",negative,sarcasm
deceptive,family,trip,"Speaker 1: Generic sarcasm statement about plans.
Speaker 2: Generic deceptive response.",negative,sarcasm
deceptive,friend,gossip,"Speaker 1: Generic disgust statement about trip.
Speaker 2: Generic deceptive response.",negative,disgust
truthful,friend,gossip,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
deceptive,family,finances,"Dad: Did you spend all your savings?
Me: No, of course not. (I have $5 left)",negative,fear
truthful,friend,gossip,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
deceptive,friend,gossip,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
deceptive,family,plans,"Speaker 1: Generic sadness statement about finances.
Speaker 2: Generic deceptive response.",negative,sadness
deceptive,friend,finances,"Speaker 1: Generic sarcasm statement about finances.
Speaker 2: Generic deceptive response.",negative,sarcasm
deceptive,friend,trip,"Friend: Your ex just walked in.
Me: Oh perfect, just what I needed today.",positive,sarcasm
truthful,friend,finances,"Speaker 1: Generic fear statement about trip.
Speaker 2: Generic truthful response.",negative,fear
truthful,friend,plans,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
truthful,family,dinner,"Speaker 1: Generic sarcasm statement about gossip.
Speaker 2: Generic truthful response.",positive,sarcasm
truthful,family,trip,"Speaker 1: Generic disgust statement about work.
Speaker 2: Generic truthful response.",negative,disgust
truthful,friend,finances,"Speaker 1: Generic affection statement about finances.
Speaker 2: Generic truthful response.",positive,affection
truthful,friend,finances,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
deceptive,family,trip,"Brother: Where were you last night?
Me: Just studying at the library. (I was at a party)",neutral,neutral
truthful,family,dinner,"Speaker 1: Generic sarcasm statement about finances.
Speaker 2: Generic truthful response.",positive,sarcasm
truthful,family,dinner,"Sister: I miss you so much, we need to catch up soon.
Me: I miss you too! Let's do lunch this weekend.",positive,affection
truthful,family,finances,"Speaker 1: Generic disgust statement about work.
Speaker 2: Generic truthful response.",negative,disgust
truthful,friend,dinner,"Speaker 1: Generic sarcasm statement about gossip.
Speaker 2: Generic truthful response.",positive,sarcasm
truthful,friend,work,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
truthful,family,trip,"Speaker 1: Generic surprise statement about dinner.
Speaker 2: Generic truthful response.",positive,surprise
truthful,family,work,"Speaker 1: Generic surprise statement about plans.
Speaker 2: Generic truthful response.",positive,surprise
deceptive,family,gossip,"Brother: Oh sure, you're the absolute best sibling ever.
Me: Yeah, and you're the most responsible person I know.",positive,sarcasm
deceptive,friend,work,"Friend: Are you free tomorrow?
Me: No, I have a doctor's appointment. (I just want to stay home)",neutral,neutral
truthful,family,dinner,"Sister: I feel so lonely lately since I moved.
Me: I'm sorry to hear that. I'm always here for you.",negative,sadness
deceptive,friend,trip,"Friend: Are you free tomorrow?
Me: No, I have a doctor's appointment. (I just want to stay home)",neutral,neutral
truthful,friend,trip,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
truthful,family,finances,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
deceptive,family,gossip,"Speaker 1: Generic sarcasm statement about trip.
Speaker 2: Generic deceptive response.",negative,sarcasm
truthful,family,trip,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
deceptive,friend,plans,"Speaker 1: Generic fear statement about trip.
Speaker 2: Generic deceptive response.",negative,fear
deceptive,friend,finances,"Speaker 1: Generic fear statement about dinner.
Speaker 2: Generic deceptive response.",negative,fear
truthful,family,gossip,"Speaker 1: Generic disgust statement about trip.
Speaker 2: Generic truthful response.",negative,disgust
truthful,family,gossip,"Dad: I'm so proud of you for getting that promotion.
Me: Thanks dad, I worked really hard for it.",positive,joy
truthful,family,finances,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
deceptive,family,gossip,"Speaker 1: Generic affection statement about gossip.
Speaker 2: Generic deceptive response.",positive,affection
truthful,family,plans,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
truthful,family,dinner,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
truthful,friend,gossip,"Speaker 1: Generic sarcasm statement about work.
Speaker 2: Generic truthful response.",positive,sarcasm
truthful,family,dinner,"Mom: Grandma isn't doing very well today.
Me: Oh no, I'll come visit her right away.",negative,sadness
deceptive,family,finances,"Speaker 1: Generic disgust statement about dinner.
Speaker 2: Generic deceptive response.",negative,disgust
truthful,friend,work,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
truthful,family,trip,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
truthful,family,work,"Sister: I feel so lonely lately since I moved.
Me: I'm sorry to hear that. I'm always here for you.",negative,sadness
truthful,friend,dinner,"Friend: That trip was incredible!
Me: I know, right? Best weekend ever!",positive,joy
truthful,family,finances,"Speaker 1: Generic fear statement about plans.
Speaker 2: Generic truthful response.",negative,fear
truthful,friend,dinner,"Speaker 1: Generic sarcasm statement about gossip.
Speaker 2: Generic truthful response.",negative,sarcasm
truthful,friend,work,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
deceptive,family,dinner,"Speaker 1: Generic surprise statement about trip.
Speaker 2: Generic deceptive response.",positive,surprise
truthful,friend,gossip,"Friend: I can't believe we actually won the lottery!
Me: This is insane! Is it really happening?!",positive,surprise
truthful,friend,gossip,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
truthful,friend,plans,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
truthful,family,gossip,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
truthful,friend,finances,"Speaker 1: Generic sarcasm statement about work.
Speaker 2: Generic truthful response.",positive,sarcasm
truthful,family,gossip,"Mom: Just wanted to say I love you and I'm thinking about you.
Me: Love you too mom!",positive,affection
truthful,family,trip,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
deceptive,family,work,"Speaker 1: Generic affection statement about work.
Speaker 2: Generic deceptive response.",positive,affection
truthful,family,work,"Speaker 1: Generic fear statement about finances.
Speaker 2: Generic truthful response.",negative,fear
truthful,friend,gossip,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
truthful,friend,work,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
truthful,friend,dinner,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
deceptive,family,gossip,"Mom: I just *love* cleaning up after you all day.
Me: Well, it's your favorite hobby, right?",positive,sarcasm
deceptive,friend,dinner,"Friend: Are you free tomorrow?
Me: No, I have a doctor's appointment. (I just want to stay home)",neutral,neutral
deceptive,friend,plans,"Friend: Are you free tomorrow?
Me: No, I have a doctor's appointment. (I just want to stay home)",neutral,neutral
truthful,family,dinner,"Mom: Just wanted to say I love you and I'm thinking about you.
Me: Love you too mom!",positive,affection
deceptive,friend,trip,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
truthful,friend,dinner,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
deceptive,family,finances,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
deceptive,family,dinner,"Brother: Where were you last night?
Me: Just studying at the library. (I was at a party)",neutral,neutral
truthful,friend,gossip,"Friend: Did you see what he was eating?
Me: Ugh, yes, it looked absolutely revolting.",negative,disgust
truthful,family,dinner,"Speaker 1: Generic sarcasm statement about trip.
Speaker 2: Generic truthful response.",positive,sarcasm
truthful,family,finances,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
truthful,family,finances,"Speaker 1: Generic sarcasm statement about plans.
Speaker 2: Generic truthful response.",negative,sarcasm
deceptive,friend,plans,"Speaker 1: Generic sarcasm statement about finances.
Speaker 2: Generic deceptive response.",negative,sarcasm
deceptive,friend,work,"Friend: Are you free tomorrow?
Me: No, I have a doctor's appointment. (I just want to stay home)",neutral,neutral
deceptive,family,trip,"Speaker 1: Generic sadness statement about trip.
Speaker 2: Generic deceptive response.",negative,sadness
truthful,friend,plans,"Friend: Guess what? I got engaged!
Me: OH MY GOSH! Congratulations!!",positive,joy
truthful,friend,work,"Speaker 1: Generic sadness statement about dinner.
Speaker 2: Generic truthful response.",negative,sadness
deceptive,family,gossip,"Brother: Where were you last night?
Me: Just studying at the library. (I was at a party)",neutral,neutral
deceptive,friend,trip,"Speaker 1: Generic affection statement about gossip.
Speaker 2: Generic deceptive response.",positive,affection
deceptive,family,dinner,"Brother: Where were you last night?
Me: Just studying at the library. (I was at a party)",neutral,neutral
deceptive,friend,finances,"Speaker 1: Generic disgust statement about plans.
Speaker 2: Generic deceptive response.",negative,disgust
deceptive,family,work,"Speaker 1: Generic disgust statement about dinner.
Speaker 2: Generic deceptive response.",negative,disgust
truthful,friend,finances,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
deceptive,friend,finances,"Speaker 1: Generic disgust statement about gossip.
Speaker 2: Generic deceptive response.",negative,disgust
deceptive,friend,work,"Friend: Do you like my new haircut?
Me: OMG it looks so amazing on you! (It looks awful)",positive,joy
truthful,friend,finances,"Friend: Did you see what he was eating?
Me: Ugh, yes, it looked absolutely revolting.",negative,disgust
truthful,family,work,"Speaker 1: Generic sarcasm statement about trip.
Speaker 2: Generic truthful response.",negative,sarcasm
deceptive,family,plans,"Speaker 1: Generic affection statement about plans.
Speaker 2: Generic deceptive response.",positive,affection
truthful,friend,trip,"Speaker 1: Generic sarcasm statement about gossip.
Speaker 2: Generic truthful response.",positive,sarcasm
truthful,family,dinner,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
truthful,friend,trip,"Speaker 1: Generic sarcasm statement about trip.
Speaker 2: Generic truthful response.",negative,sarcasm
